order_id,customer_id,order_date,total_amount,discount_amount,final_amount,channel
5875,1922,2023-02-08,167.23,23.28,143.95,Online
5876,3467,2024-08-09,238.05,30.75,207.3,In-Store
5877,398,2024-05-03,414.42,24.1,390.32,Online
5878,3470,2024-04-01,323.7,41.4,282.3,Online
5879,2300,2024-11-22,362.46,28.92,333.54,Online
5880,3793,2023-10-18,121.0,17.94,103.06,Online
5881,229,2023-05-03,413.91,31.57,382.34,In-Store
5882,2873,2023-06-01,503.37,67.9,435.47,Online
5883,472,2023-08-08,461.1,40.29,420.81,Online
5884,1741,2024-08-26,441.54,31.33,410.21,Online
5885,379,2023-08-11,187.85,27.53,160.32,In-Store
5886,1382,2023-03-13,937.55,70.68,866.87,Online
5887,161,2024-05-21,659.01,83.9,575.11,Online
5888,2427,2024-08-02,296.78,32.64,264.14,In-Store
5889,2058,2024-03-25,937.94,63.81,874.13,Online
5890,2482,2024-10-27,500.58,74.34,426.24,In-Store
5891,2335,2023-12-07,300.32,32.38,267.94,Online
5892,3780,2023-05-26,718.82,59.12,659.7,Online
5893,1047,2023-07-14,612.75,70.66,542.09,Online
5894,232,2024-03-07,232.19,33.09,199.1,Online
5895,3451,2024-10-29,230.23,14.23,216.0,Online
5896,2087,2024-07-31,646.53,52.88,593.65,Online
5897,3025,2024-05-29,242.07,21.52,220.55,Online
5898,2796,2024-07-20,594.83,73.12,521.71,Online
5899,2231,2023-09-17,795.29,91.8,703.49,Online
5900,52,2024-03-17,884.4,113.02,771.38,Online
5901,3272,2024-10-22,340.11,35.59,304.52,In-Store
5902,629,2024-01-20,1036.14,140.91,895.23,In-Store
5903,2952,2023-04-22,925.91,88.32,837.59,Online
5904,304,2024-03-27,712.39,105.18,607.21,Online
5905,3535,2024-12-19,880.67,78.3,802.37,Online
5906,1460,2023-06-06,149.37,7.56,141.81,Online
5907,2890,2024-10-24,602.29,37.32,564.97,Online
5908,869,2024-07-17,1243.22,86.46,1156.76,Online
5909,3263,2024-07-10,237.42,17.4,220.02,Online
5910,462,2023-07-09,611.71,36.48,575.23,Online
5911,3159,2023-01-13,1218.92,127.56,1091.36,Online
5912,844,2023-10-24,414.18,32.35,381.83,Online
5913,625,2024-09-24,417.57,56.18,361.39,Online
5914,2008,2024-03-09,530.79,72.22,458.57,In-Store
5915,3861,2023-01-21,142.8,20.6,122.2,Online
5916,1,2024-01-19,304.89,43.25,261.64,In-Store
5917,1656,2023-07-19,208.07,19.26,188.81,Online
5918,3250,2024-07-21,624.07,87.26,536.81,In-Store
5919,2611,2023-04-22,307.92,21.43,286.49,In-Store
5920,335,2023-09-20,689.8,96.94,592.86,Online
5921,2181,2023-03-24,1211.1,111.77,1099.33,Online
5922,1742,2023-06-07,704.22,81.89,622.33,Online
5923,1711,2023-03-14,399.83,36.26,363.57,In-Store
5924,2391,2024-09-30,296.01,20.94,275.07,Online
5925,1096,2023-07-29,360.1,19.78,340.32,In-Store
5926,1801,2024-09-02,453.28,61.43,391.85,Online
5927,316,2023-12-21,779.26,90.81,688.45,Online
5928,596,2024-08-28,482.49,28.3,454.19,Online
5929,3388,2024-03-03,433.53,64.36,369.17,Online
5930,2090,2023-11-06,430.95,60.22,370.73,Online
5931,1574,2024-12-22,1373.38,178.52,1194.86,Online
5932,712,2024-03-23,94.2,7.97,86.23,Online
5933,2655,2023-10-15,704.52,40.38,664.14,In-Store
5934,100,2023-12-02,593.94,51.28,542.66,In-Store
5935,1701,2023-05-02,654.96,93.98,560.98,Online
5936,2558,2023-01-25,642.09,34.41,607.68,Online
5937,2657,2024-09-20,333.94,32.93,301.01,Online
5938,3409,2024-02-12,371.64,29.88,341.76,In-Store
5939,2757,2024-11-25,128.86,14.47,114.39,Online
5940,2627,2023-11-08,712.98,102.81,610.17,Online
5941,1435,2023-03-09,765.63,45.69,719.94,Online
5942,3370,2023-07-09,520.0,68.42,451.58,Online
5943,3394,2023-10-26,1084.76,118.63,966.13,Online
5944,1241,2023-04-14,868.67,92.35,776.32,Online
5945,3402,2024-01-11,372.51,54.31,318.2,Online
5946,672,2024-05-17,422.52,35.48,387.04,Online
5947,1690,2023-05-03,590.05,77.45,512.6,Online
5948,1951,2024-01-06,778.51,58.95,719.56,In-Store
5949,102,2023-09-23,829.03,77.26,751.77,Online
5950,3702,2024-02-17,866.22,115.65,750.57,In-Store
5951,2735,2023-10-02,784.65,82.17,702.48,Online
5952,3887,2024-01-01,446.52,64.68,381.84,Online
5953,2576,2024-07-03,44.5,5.34,39.16,Online
5954,2216,2024-12-08,1444.23,121.11,1323.12,In-Store
5955,1583,2023-03-14,245.43,22.29,223.14,Online
5956,2676,2024-10-18,237.28,30.36,206.92,Online
5957,3127,2024-05-18,334.88,27.83,307.05,Online
5958,596,2024-04-02,673.78,45.1,628.68,In-Store
5959,578,2024-03-11,370.18,44.32,325.86,Online
5960,2690,2023-11-15,834.38,72.41,761.97,Online
5961,3371,2024-07-20,532.47,48.77,483.7,Online
5962,1650,2023-01-28,177.33,15.32,162.01,Online
5963,3104,2024-04-04,836.28,118.65,717.63,Online
5964,1922,2023-12-01,798.83,43.82,755.01,Online
5965,774,2023-11-22,535.98,73.53,462.45,Online
5966,512,2023-03-06,633.33,67.05,566.28,In-Store
5967,551,2024-10-02,434.1,30.99,403.11,In-Store
5968,2832,2024-09-30,40.22,5.11,35.11,Online
5969,2802,2023-07-21,410.76,55.11,355.65,Online
5970,3252,2024-12-21,702.53,41.69,660.84,In-Store
5971,538,2023-05-17,709.78,85.16,624.62,Online
5972,502,2024-05-29,899.7,131.14,768.56,In-Store
5973,1126,2023-03-02,1265.46,100.4,1165.06,Online
5974,1614,2024-05-03,1270.26,152.56,1117.7,Online
5975,815,2024-10-14,700.33,58.04,642.29,Online
5976,2321,2024-01-29,414.12,51.64,362.48,Online
5977,637,2024-01-15,104.37,14.67,89.7,Online
5978,3071,2023-03-06,740.7,93.8,646.9,Online
5979,3475,2023-09-11,206.6,28.02,178.58,In-Store
5980,2816,2023-10-06,882.78,118.71,764.07,In-Store
5981,2382,2024-08-04,37.62,4.83,32.79,Online
5982,2822,2024-11-09,412.62,52.53,360.09,Online
5983,3124,2024-08-16,293.1,40.29,252.81,In-Store
5984,2104,2024-07-09,864.43,85.18,779.25,In-Store
5985,3132,2023-03-15,364.49,39.04,325.45,Online
5986,328,2024-07-02,570.52,30.49,540.03,In-Store
5987,3741,2024-10-07,313.15,28.32,284.83,Online
5988,1660,2024-11-12,527.83,70.82,457.01,Online
5989,3535,2024-01-14,468.05,25.16,442.89,Online
5990,2767,2024-05-17,901.81,82.74,819.07,In-Store
5991,3400,2024-07-03,502.56,33.62,468.94,Online
5992,3232,2024-06-19,87.41,8.1,79.31,Online
5993,482,2023-06-16,202.4,17.31,185.09,In-Store
5994,166,2024-06-05,341.89,35.87,306.02,In-Store
5995,2433,2024-08-15,688.29,76.54,611.75,Online
5996,1727,2024-08-26,775.01,46.21,728.8,In-Store
5997,2500,2023-02-05,280.2,16.8,263.4,Online
5998,3239,2023-03-09,1065.42,58.49,1006.93,Online
5999,28,2024-12-15,478.67,50.02,428.65,Online
6000,1739,2024-06-04,500.7,49.22,451.48,Online
6001,3344,2023-09-01,728.17,99.73,628.44,In-Store
6002,3698,2023-07-24,67.3,4.39,62.91,Online
6003,2780,2023-09-21,1325.13,159.85,1165.28,Online
6004,800,2024-07-12,262.12,33.33,228.79,Online
6005,843,2023-04-18,1359.79,196.1,1163.69,Online
6006,1540,2024-05-02,1080.79,76.45,1004.34,In-Store
6007,1580,2023-07-28,177.84,9.8,168.04,Online
6008,1599,2024-12-09,939.83,73.72,866.11,In-Store
6009,830,2024-07-21,887.94,116.86,771.08,Online
6010,3556,2023-05-06,564.09,75.46,488.63,In-Store
6011,162,2023-09-09,733.56,69.19,664.37,Online
6012,3580,2023-11-24,260.13,14.99,245.14,Online
6013,1956,2023-04-12,634.75,49.42,585.33,Online
6014,1876,2024-07-14,186.99,11.51,175.48,Online
6015,3475,2023-03-18,527.03,75.21,451.82,Online
6016,3076,2024-03-12,486.38,29.55,456.83,In-Store
6017,762,2024-05-28,1003.88,116.33,887.55,Online
6018,1553,2023-11-28,308.28,36.96,271.32,Online
6019,2285,2024-09-11,124.22,11.74,112.48,Online
6020,3303,2023-05-20,521.59,33.2,488.39,Online
6021,3228,2023-09-13,1138.38,162.55,975.83,Online
6022,2630,2023-06-30,181.51,11.98,169.53,Online
6023,3852,2024-03-25,71.78,8.57,63.21,Online
6024,3094,2023-05-27,378.4,53.78,324.62,Online
6025,652,2024-04-03,211.66,24.66,187.0,Online
6026,3213,2024-09-28,55.95,2.95,53.0,Online
6027,789,2024-08-21,920.34,77.04,843.3,Online
6028,848,2024-06-02,716.13,58.02,658.11,In-Store
6029,2731,2024-11-27,843.47,71.89,771.58,Online
6030,1773,2024-09-25,461.68,26.96,434.72,In-Store
6031,1275,2023-12-15,465.61,29.31,436.3,In-Store
6032,3965,2024-09-20,454.29,58.81,395.48,Online
6033,175,2024-06-04,488.97,60.9,428.07,In-Store
6034,865,2024-06-15,822.51,56.85,765.66,In-Store
6035,2339,2024-03-22,255.43,30.92,224.51,Online
6036,313,2023-12-12,1092.98,151.32,941.66,Online
6037,1385,2023-11-08,96.18,8.65,87.53,In-Store
6038,769,2023-12-12,136.22,18.64,117.58,Online
6039,281,2023-02-17,574.41,37.05,537.36,In-Store
6040,3327,2023-10-06,394.89,37.94,356.95,Online
6041,2137,2023-10-24,102.71,10.5,92.21,Online
6042,2703,2023-05-07,603.89,84.65,519.24,Online
6043,2364,2024-10-26,986.17,140.58,845.59,Online
6044,1593,2024-09-24,111.91,16.27,95.64,Online
6045,2763,2024-12-13,35.02,2.2,32.82,In-Store
6046,2373,2023-08-15,834.62,95.68,738.94,Online
6047,2102,2023-03-09,167.54,17.13,150.41,Online
6048,1226,2024-10-14,958.88,119.54,839.34,In-Store
6049,2206,2023-10-02,810.04,46.45,763.59,In-Store
6050,2332,2024-01-28,517.56,63.29,454.27,Online
6051,3632,2024-11-06,33.99,4.33,29.66,Online
6052,2663,2023-10-22,444.13,53.47,390.66,Online
6053,2754,2024-08-14,231.2,30.17,201.03,Online
6054,882,2024-05-03,324.81,27.14,297.67,Online
6055,2623,2023-06-25,1109.56,72.51,1037.05,In-Store
6056,1998,2023-07-21,390.26,53.22,337.04,Online
6057,1346,2023-06-03,72.65,4.86,67.79,Online
6058,3533,2024-12-09,656.06,42.01,614.05,In-Store
6059,1557,2023-12-16,210.16,26.14,184.02,Online
6060,2388,2023-03-20,618.33,62.95,555.38,Online
6061,2658,2024-07-06,277.87,21.44,256.43,In-Store
6062,2898,2023-06-09,155.66,13.53,142.13,In-Store
6063,318,2024-12-09,828.76,65.69,763.07,In-Store
6064,3393,2023-02-23,738.02,97.91,640.11,Online
6065,244,2023-10-19,379.65,29.02,350.63,In-Store
6066,1649,2023-11-01,35.66,4.82,30.84,In-Store
6067,2584,2024-12-25,814.1,87.82,726.28,Online
6068,948,2024-03-08,638.88,39.63,599.25,In-Store
6069,1748,2024-03-30,278.66,17.31,261.35,In-Store
6070,1270,2024-10-21,405.94,36.9,369.04,Online
6071,3067,2024-07-11,503.91,32.12,471.79,Online
6072,482,2023-02-10,368.59,46.77,321.82,In-Store
6073,1312,2024-10-23,51.34,6.42,44.92,In-Store
6074,2476,2024-10-22,1195.34,126.26,1069.08,In-Store
6075,3150,2024-06-14,208.79,12.91,195.88,Online
6076,775,2024-02-11,281.97,28.92,253.05,In-Store
6077,1057,2024-03-17,585.69,58.78,526.91,Online
6078,1456,2024-05-06,211.23,12.82,198.41,Online
6079,1764,2023-10-09,429.32,62.91,366.41,Online
6080,3993,2023-04-14,466.38,60.9,405.48,Online
6081,3277,2024-10-26,653.32,91.53,561.79,Online
6082,2700,2023-06-18,147.35,10.51,136.84,Online
6083,211,2024-01-20,569.4,84.45,484.95,Online
6084,539,2024-06-20,69.5,8.22,61.28,Online
6085,2008,2023-08-26,1166.46,107.23,1059.23,Online
6086,324,2024-02-07,471.41,27.45,443.96,In-Store
6087,2180,2023-11-30,371.53,36.99,334.54,In-Store
6088,655,2023-08-14,183.14,11.41,171.73,Online
6089,1067,2023-04-26,159.18,20.15,139.03,In-Store
6090,3475,2024-03-14,446.25,47.37,398.88,Online
6091,3242,2024-11-06,450.45,39.82,410.63,Online
6092,1921,2023-03-16,357.94,42.62,315.32,Online
6093,3686,2023-08-31,490.32,26.23,464.09,Online
6094,1135,2024-11-15,495.29,40.91,454.38,Online
6095,2298,2023-12-09,947.86,120.77,827.09,Online
6096,2794,2023-10-05,810.9,86.89,724.01,In-Store
6097,3500,2023-11-02,561.38,83.03,478.35,Online
6098,3087,2024-04-25,622.82,92.61,530.21,Online
6099,2715,2023-04-29,242.19,25.84,216.35,Online
6100,775,2023-03-23,512.31,27.22,485.09,Online
6101,767,2024-08-01,138.95,7.44,131.51,Online
6102,982,2024-02-01,552.3,54.68,497.62,Online
6103,368,2024-09-07,530.97,46.03,484.94,Online
6104,3915,2024-06-22,229.94,22.05,207.89,Online
6105,1701,2024-09-18,541.86,65.27,476.59,In-Store
6106,3510,2024-04-21,1053.25,64.88,988.37,Online
6107,2631,2024-03-01,745.26,46.38,698.88,Online
6108,2231,2024-10-16,638.11,77.43,560.68,Online
6109,350,2023-09-23,420.62,27.27,393.35,Online
6110,2993,2024-09-25,159.54,8.24,151.3,Online
6111,1725,2024-06-13,153.55,13.85,139.7,Online
6112,2526,2023-12-24,168.33,8.58,159.75,Online
6113,2389,2024-05-12,182.24,16.42,165.82,Online
6114,2246,2023-11-07,510.54,41.76,468.78,Online
6115,808,2023-01-21,505.64,36.5,469.14,Online
6116,2083,2023-01-29,389.52,30.89,358.63,Online
6117,1021,2024-10-08,1013.34,149.19,864.15,Online
6118,2603,2024-04-07,725.14,71.26,653.88,Online
6119,3010,2023-03-03,402.79,56.87,345.92,In-Store
6120,123,2024-06-26,649.25,59.77,589.48,Online
6121,3100,2024-08-25,688.58,65.6,622.98,Online
6122,3597,2024-12-02,716.08,37.86,678.22,Online
6123,2165,2023-07-04,946.76,78.09,868.67,In-Store
6124,1309,2024-08-13,613.18,50.44,562.74,In-Store
6125,2646,2023-10-27,717.93,72.67,645.26,Online
6126,3008,2023-12-14,368.92,33.64,335.28,Online
6127,3299,2024-04-19,34.67,3.69,30.98,Online
6128,995,2023-05-26,912.62,71.61,841.01,Online
6129,2561,2024-06-23,91.66,13.36,78.3,In-Store
6130,3917,2024-07-21,586.2,67.58,518.62,Online
6131,2632,2023-12-04,39.88,4.71,35.17,Online
6132,2614,2023-12-20,981.81,76.2,905.61,Online
6133,3218,2023-11-12,1701.85,224.96,1476.89,Online
6134,93,2023-02-15,709.24,99.73,609.51,In-Store
6135,3589,2023-07-03,1023.29,53.55,969.74,Online
6136,3390,2024-12-24,928.28,98.34,829.94,Online
6137,470,2024-11-21,712.73,98.43,614.3,Online
6138,3788,2023-08-08,657.52,65.87,591.65,Online
6139,2232,2024-01-14,732.3,41.62,690.68,Online
6140,1074,2023-04-05,930.9,97.22,833.68,In-Store
6141,1017,2023-06-11,103.17,11.75,91.42,Online
6142,111,2023-08-09,1246.59,83.88,1162.71,Online
6143,3222,2024-06-24,947.4,105.93,841.47,In-Store
6144,3479,2023-12-07,184.03,14.19,169.84,In-Store
6145,1711,2023-11-23,482.14,70.62,411.52,Online
6146,2983,2024-11-16,1290.45,79.09,1211.36,In-Store
6147,7,2024-02-02,267.52,19.89,247.63,In-Store
6148,1459,2023-11-14,366.92,37.43,329.49,In-Store
6149,2647,2023-01-31,515.43,58.05,457.38,In-Store
6150,1056,2023-11-25,208.76,12.07,196.69,Online
6151,653,2023-04-26,278.22,32.06,246.16,Online
6152,3060,2024-04-29,651.18,54.31,596.87,Online
6153,2606,2024-09-02,188.18,13.99,174.19,In-Store
6154,2082,2023-05-18,414.92,45.76,369.16,Online
6155,3939,2024-06-16,702.93,39.49,663.44,In-Store
6156,2397,2024-06-17,323.78,29.4,294.38,Online
6157,2921,2024-05-15,210.19,24.28,185.91,Online
6158,3619,2023-08-02,474.51,39.38,435.13,Online
6159,1760,2024-10-04,61.67,3.23,58.44,In-Store
6160,754,2023-06-03,912.68,128.0,784.68,Online
6161,3338,2024-03-14,786.96,55.33,731.63,Online
6162,355,2023-08-28,934.88,105.88,829.0,Online
6163,3210,2023-01-16,651.09,74.08,577.01,Online
6164,3339,2024-05-04,761.65,51.29,710.36,Online
6165,1100,2023-05-13,766.77,59.59,707.18,Online
6166,859,2023-01-20,524.67,49.99,474.68,Online
6167,530,2023-10-12,472.37,56.59,415.78,Online
6168,1508,2023-01-29,608.28,37.88,570.4,Online
6169,2832,2024-11-23,1136.23,151.29,984.94,In-Store
6170,949,2024-02-04,1224.52,115.28,1109.24,Online
6171,3847,2024-11-23,446.62,47.37,399.25,Online
6172,549,2024-04-18,354.86,24.95,329.91,Online
6173,1486,2023-01-24,761.45,83.77,677.68,Online
6174,1012,2023-08-07,677.74,69.48,608.26,In-Store
6175,1479,2024-11-20,546.7,70.69,476.01,Online
6176,1656,2024-05-19,1038.33,68.68,969.65,Online
6177,1906,2024-09-21,270.2,32.81,237.39,Online
6178,2197,2024-02-25,478.09,30.52,447.57,Online
6179,3692,2023-04-22,719.82,100.57,619.25,In-Store
6180,1940,2024-01-06,1304.38,155.72,1148.66,Online
6181,3785,2023-11-21,1078.61,97.01,981.6,Online
6182,2948,2023-03-22,163.04,11.49,151.55,Online
6183,3140,2024-04-30,539.68,53.82,485.86,Online
6184,227,2024-01-14,776.0,99.88,676.12,Online
6185,2045,2023-10-19,888.23,56.55,831.68,Online
6186,3161,2023-08-04,934.28,114.82,819.46,In-Store
6187,2146,2023-09-04,620.42,86.25,534.17,In-Store
6188,756,2024-06-20,270.75,20.44,250.31,Online
6189,3200,2023-04-12,134.72,11.47,123.25,Online
6190,1018,2024-05-29,992.33,69.48,922.85,In-Store
6191,1374,2024-03-28,490.42,29.35,461.07,Online
6192,754,2023-04-09,397.85,27.37,370.48,Online
6193,3922,2024-03-07,902.28,51.99,850.29,In-Store
6194,2777,2023-07-27,955.49,140.52,814.97,Online
6195,2390,2024-05-14,362.76,33.41,329.35,In-Store
6196,2702,2024-12-05,471.78,67.38,404.4,Online
6197,989,2024-06-03,757.78,61.86,695.92,Online
6198,3785,2024-02-20,463.5,57.42,406.08,Online
6199,1851,2023-05-18,99.5,12.84,86.66,Online
6200,2484,2024-01-17,1088.9,138.07,950.83,Online
6201,491,2024-12-30,68.35,5.25,63.1,Online
6202,2226,2023-11-30,635.18,55.22,579.96,Online
6203,2621,2023-08-12,759.27,64.63,694.64,Online
6204,3902,2024-08-20,221.42,29.68,191.74,In-Store
6205,1383,2023-01-06,1267.47,165.27,1102.2,Online
6206,3989,2024-07-10,107.61,12.38,95.23,In-Store
6207,1481,2023-09-05,596.38,61.16,535.22,Online
6208,1844,2023-08-22,61.52,5.59,55.93,Online
6209,410,2023-10-14,716.75,55.71,661.04,In-Store
6210,1322,2024-08-16,809.33,43.32,766.01,Online
6211,1456,2024-08-19,718.04,81.85,636.19,In-Store
6212,1254,2024-10-12,1168.15,146.14,1022.01,Online
6213,459,2024-09-08,15.99,1.96,14.03,Online
6214,3375,2024-12-26,674.4,35.91,638.49,Online
6215,59,2023-12-23,176.31,19.41,156.9,Online
6216,2643,2023-02-27,566.1,75.76,490.34,In-Store
6217,2141,2023-04-18,855.64,92.96,762.68,In-Store
6218,736,2024-08-08,156.27,10.19,146.08,In-Store
6219,546,2024-08-11,99.08,12.89,86.19,In-Store
6220,1432,2023-02-16,431.62,56.56,375.06,Online
6221,3274,2023-03-03,514.28,72.26,442.02,Online
6222,2215,2023-11-12,758.52,87.09,671.43,Online
6223,3506,2023-12-13,417.9,36.14,381.76,Online
6224,3775,2023-10-05,758.31,69.82,688.49,Online
6225,3770,2024-07-30,616.45,44.82,571.63,Online
6226,1925,2024-10-27,934.68,58.6,876.08,Online
6227,1900,2024-12-03,943.83,126.36,817.47,Online
6228,3509,2024-09-19,680.8,50.04,630.76,Online
6229,1863,2024-10-19,653.14,76.98,576.16,In-Store
6230,2997,2024-01-27,774.07,91.17,682.9,Online
6231,746,2023-04-24,738.73,90.85,647.88,Online
6232,1166,2023-03-17,419.9,48.69,371.21,In-Store
6233,2303,2023-08-06,166.54,19.58,146.96,Online
6234,742,2023-02-01,564.11,73.34,490.77,In-Store
6235,1393,2023-08-24,1275.12,151.0,1124.12,In-Store
6236,126,2023-11-04,165.91,21.76,144.15,Online
6237,2565,2023-07-31,410.48,58.06,352.42,Online
6238,2775,2024-10-14,514.15,75.29,438.86,In-Store
6239,487,2024-02-05,537.33,63.95,473.38,In-Store
6240,3355,2024-04-07,906.28,89.99,816.29,Online
6241,1922,2023-11-24,923.84,96.09,827.75,In-Store
6242,1857,2024-10-02,316.97,35.78,281.19,In-Store
6243,3290,2023-06-13,921.88,133.18,788.7,Online
6244,1101,2024-10-11,299.73,16.16,283.57,Online
6245,597,2023-12-03,672.95,44.15,628.8,Online
6246,3105,2024-10-07,62.0,6.96,55.04,Online
6247,889,2024-12-06,282.64,15.67,266.97,Online
6248,1815,2024-09-22,540.51,54.8,485.71,In-Store
6249,543,2023-11-11,596.71,68.66,528.05,Online
6250,1751,2023-10-12,372.42,26.74,345.68,In-Store
6251,254,2023-01-09,348.47,33.63,314.84,Online
6252,2531,2023-07-29,627.04,43.57,583.47,Online
6253,264,2024-08-25,731.08,63.8,667.28,Online
6254,3247,2023-01-29,418.26,62.08,356.18,Online
6255,3473,2023-11-23,271.6,21.51,250.09,Online
6256,568,2023-02-17,776.04,104.33,671.71,Online
6257,819,2023-08-23,930.87,100.63,830.24,In-Store
6258,3471,2024-08-27,300.72,39.31,261.41,In-Store
6259,3739,2023-03-21,831.25,58.18,773.07,In-Store
6260,1117,2023-01-15,255.42,19.75,235.67,Online
6261,1539,2023-05-01,482.17,46.47,435.7,Online
6262,3249,2024-10-15,364.18,41.63,322.55,In-Store
6263,2724,2024-11-18,856.76,114.87,741.89,In-Store
6264,885,2023-06-02,800.1,58.6,741.5,Online
6265,1669,2024-11-01,550.08,29.53,520.55,In-Store
6266,3510,2023-11-05,358.12,29.93,328.19,In-Store
6267,3379,2024-02-05,263.37,32.58,230.79,Online
6268,1643,2024-03-16,168.75,8.78,159.97,In-Store
6269,367,2024-12-14,197.26,24.62,172.64,Online
6270,1768,2023-03-04,583.23,70.83,512.4,Online
6271,1475,2023-11-16,98.1,10.82,87.28,Online
6272,3910,2024-04-25,321.53,30.33,291.2,Online
6273,362,2023-08-14,275.85,38.71,237.14,In-Store
6274,1807,2024-07-27,158.6,19.06,139.54,In-Store
6275,3936,2023-02-16,779.93,102.52,677.41,Online
6276,1945,2024-08-31,196.24,14.35,181.89,In-Store
6277,1736,2023-07-21,544.12,30.1,514.02,Online
6278,3935,2023-12-10,384.72,53.13,331.59,Online
6279,1829,2023-07-14,726.32,76.94,649.38,Online
6280,2902,2023-05-15,19.86,1.86,18.0,Online
6281,3805,2023-11-03,116.42,15.65,100.77,Online
6282,1516,2024-10-16,674.82,89.54,585.28,Online
6283,596,2023-03-08,178.75,18.15,160.6,Online
6284,2862,2024-03-17,402.55,22.28,380.27,Online
6285,3584,2023-01-19,1026.21,118.52,907.69,Online
6286,1787,2023-01-03,602.04,55.52,546.52,Online
6287,1173,2023-04-04,645.59,50.64,594.95,Online
6288,2429,2024-09-24,1107.02,71.57,1035.45,Online
6289,3030,2024-03-12,1034.14,120.85,913.29,Online
6290,1069,2024-09-21,693.94,47.28,646.66,Online
6291,1651,2024-10-11,411.13,48.06,363.07,Online
6292,3292,2023-07-11,831.53,52.51,779.02,Online
6293,2320,2024-01-28,358.65,27.67,330.98,Online
6294,2153,2023-03-22,679.22,91.84,587.38,Online
6295,2366,2024-02-27,438.43,54.98,383.45,Online
6296,1334,2023-05-08,1044.77,151.9,892.87,In-Store
6297,1240,2023-11-19,913.67,84.33,829.34,Online
6298,32,2024-12-11,517.65,68.39,449.26,Online
6299,2731,2024-01-09,552.69,59.37,493.32,Online
6300,1071,2024-03-12,264.98,34.37,230.61,Online
6301,432,2024-12-23,768.03,105.13,662.9,Online
6302,3111,2024-04-26,123.64,11.62,112.02,Online
6303,1720,2023-08-10,154.35,8.04,146.31,In-Store
6304,1836,2024-08-16,401.15,49.95,351.2,Online
6305,1122,2024-06-14,173.86,20.89,152.97,Online
6306,2456,2024-12-04,514.21,54.66,459.55,In-Store
6307,335,2023-11-14,1043.95,145.69,898.26,Online
6308,1900,2023-03-12,547.8,63.95,483.85,Online
6309,3043,2024-07-18,289.99,30.32,259.67,Online
6310,1970,2023-08-25,1281.29,93.12,1188.17,In-Store
6311,1931,2024-05-28,145.08,19.24,125.84,In-Store
6312,192,2023-11-21,595.89,38.18,557.71,In-Store
6313,426,2023-04-28,33.96,4.26,29.7,Online
6314,3620,2024-05-01,923.05,64.84,858.21,Online
6315,2600,2024-04-17,296.94,43.53,253.41,Online
6316,1864,2024-11-06,692.14,63.19,628.95,Online
6317,2883,2024-12-07,98.36,12.17,86.19,Online
6318,3117,2024-10-01,981.95,132.71,849.24,In-Store
6319,3737,2024-03-24,849.77,110.3,739.47,In-Store
6320,159,2024-06-26,572.88,63.55,509.33,Online
6321,3936,2023-03-14,185.05,22.17,162.88,Online
6322,2329,2024-11-06,738.3,54.29,684.01,Online
6323,3503,2023-07-28,1026.54,56.64,969.9,Online
6324,2687,2024-03-24,1161.56,67.97,1093.59,Online
6325,2283,2024-04-17,174.48,21.11,153.37,Online
6326,3744,2024-06-16,155.0,11.02,143.98,Online
6327,2236,2023-08-14,670.75,95.67,575.08,Online
6328,1459,2024-04-25,205.92,21.94,183.98,In-Store
6329,2442,2023-10-13,755.61,47.67,707.94,In-Store
6330,2645,2023-03-11,333.52,19.59,313.93,In-Store
6331,1071,2023-09-08,432.01,62.45,369.56,Online
6332,1408,2024-10-30,1157.81,164.2,993.61,Online
6333,1658,2024-04-07,543.82,27.76,516.06,Online
6334,3815,2024-12-22,996.75,131.67,865.08,Online
6335,3603,2023-10-17,455.75,43.15,412.6,Online
6336,941,2024-06-19,262.23,30.03,232.2,Online
6337,1828,2024-07-21,784.77,51.31,733.46,In-Store
6338,2157,2023-08-26,339.02,25.07,313.95,Online
6339,3551,2024-01-31,749.98,99.21,650.77,In-Store
6340,2708,2023-01-19,1026.02,137.9,888.12,In-Store
6341,1788,2023-10-02,86.55,8.66,77.89,In-Store
6342,1254,2023-08-24,765.76,109.63,656.13,Online
6343,1257,2024-08-20,76.09,4.02,72.07,Online
6344,687,2023-06-27,150.36,12.26,138.1,In-Store
6345,485,2024-03-17,437.07,58.17,378.9,In-Store
6346,2116,2023-06-05,770.73,59.09,711.64,Online
6347,1830,2023-05-16,417.31,50.63,366.68,Online
6348,2462,2024-10-31,600.33,60.7,539.63,Online
6349,3589,2024-08-11,942.93,53.27,889.66,Online
6350,3807,2023-09-11,1024.28,148.97,875.31,Online
6351,737,2023-01-26,1129.32,90.33,1038.99,Online
6352,3807,2024-02-20,175.81,14.52,161.29,Online
6353,2763,2024-02-24,869.83,101.38,768.45,Online
6354,712,2023-09-08,289.05,21.86,267.19,In-Store
6355,25,2023-01-03,736.1,67.2,668.9,In-Store
6356,3019,2023-10-20,1039.56,89.15,950.41,Online
6357,2727,2023-11-16,52.72,7.87,44.85,Online
6358,2575,2023-09-10,786.97,72.03,714.94,Online
6359,1289,2024-01-17,909.58,53.14,856.44,Online
6360,2702,2023-03-08,225.2,11.9,213.3,In-Store
6361,2546,2024-07-02,1103.4,65.68,1037.72,Online
6362,376,2023-09-02,71.74,5.71,66.03,Online
6363,3723,2024-05-26,696.33,71.52,624.81,Online
6364,649,2024-05-30,759.95,101.58,658.37,Online
